tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,jpg_url,retweet_count,favorite_count,dog_breed,prediction_probability
892420643555336193,2017-08-01 16:23:56+00:00,13,10,Phineas,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,7679,36076,No Prediction,
892177421306343426,2017-08-01 00:17:27+00:00,13,10,Tilly,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,5679,31114,Chihuahua,0.323581
891815181378084864,2017-07-31 00:18:03+00:00,12,10,Archie,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,3764,23424,Chihuahua,0.716012
891689557279858688,2017-07-30 15:58:51+00:00,13,10,Darla,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,7843,39341,Labrador_retriever,0.168086
891327558926688256,2017-07-29 16:00:24+00:00,12,10,Franklin,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,8449,37569,basset,0.555712
891087950875897856,2017-07-29 00:08:17+00:00,13,10,,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,2832,18934,Chesapeake_Bay_retriever,0.425595
890971913173991426,2017-07-28 16:27:12+00:00,13,10,Jax,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1844,11008,Appenzeller,0.34170300000000003
890729181411237888,2017-07-28 00:22:40+00:00,13,10,,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,17138,60758,Pomeranian,0.566142
890609185150312448,2017-07-27 16:25:51+00:00,13,10,Zoey,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,3902,26053,Irish_terrier,0.487574
890240255349198849,2017-07-26 15:59:51+00:00,14,10,Cassie,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,6661,29771,Pembroke,0.511319
890006608113172480,2017-07-26 00:31:25+00:00,13,10,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,6654,28673,Samoyed,0.957979
889880896479866881,2017-07-25 16:11:53+00:00,13,10,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,4533,26079,French_bulldog,0.377417
889665388333682689,2017-07-25 01:55:32+00:00,13,10,,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,9086,44890,Pembroke,0.966327
889638837579907072,2017-07-25 00:10:02+00:00,12,10,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,4070,25256,French_bulldog,0.99165
889531135344209921,2017-07-24 17:02:04+00:00,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,2049,14153,golden_retriever,0.953442
889278841981685760,2017-07-24 00:19:32+00:00,13,10,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,4848,23545,whippet,0.626152
888917238123831296,2017-07-23 00:22:39+00:00,12,10,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,4084,27171,golden_retriever,0.714719
888804989199671297,2017-07-22 16:56:37+00:00,13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,3852,23879,golden_retriever,0.46976
888554962724278272,2017-07-22 00:23:06+00:00,13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3165,18436,Siberian_husky,0.700377
888078434458587136,2017-07-20 16:49:33+00:00,12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,3151,20344,French_bulldog,0.995026
887705289381826560,2017-07-19 16:06:48+00:00,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,4897,28260,basset,0.821664
887517139158093824,2017-07-19 03:39:09+00:00,14,10,such,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,10707,43328,No Prediction,
887473957103951883,2017-07-19 00:47:34+00:00,13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,16347,64197,Pembroke,0.809197
887343217045368832,2017-07-18 16:08:03+00:00,13,10,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,9525,31449,Mexican_hairless,0.330741
887101392804085760,2017-07-18 00:07:08+00:00,12,10,,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,5421,28616,Samoyed,0.733942
886983233522544640,2017-07-17 16:17:36+00:00,13,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,6964,32624,Chihuahua,0.793469
886736880519319552,2017-07-16 23:58:41+00:00,13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2924,11200,kuvasz,0.309706
886680336477933568,2017-07-16 20:14:00+00:00,13,10,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,4070,21003,No Prediction,
886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2878,19752,French_bulldog,0.999201
886258384151887873,2017-07-15 16:17:19+00:00,13,10,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,5742,26141,pug,0.943575
885984800019947520,2017-07-14 22:10:11+00:00,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,6105,30450,Blenheim_spaniel,0.972494
885528943205470208,2017-07-13 15:58:47+00:00,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,5814,33590,pug,0.369275
885167619883638784,2017-07-12 16:03:00+00:00,13,10,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,3973,20454,malamute,0.8124819999999999
884925521741709313,2017-07-12 00:01:00+00:00,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,16441,71948,Italian_greyhound,0.259916
884876753390489601,2017-07-11 20:47:12+00:00,13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,5071,25990,chow,0.822103
884562892145688576,2017-07-11 00:00:02+00:00,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,4275,22707,pug,0.5464060000000001
884441805382717440,2017-07-10 15:58:53+00:00,14,10,,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,5182,25315,Pembroke,0.993225
884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,2723,19066,German_shepherd,0.707046
883838122936631299,2017-07-09 00:00:04+00:00,12,10,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,3123,20414,Doberman,0.610946
883482846933004288,2017-07-08 00:28:19+00:00,5,10,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,8986,42816,golden_retriever,0.943082
883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,3363,21189,chow,0.987997
883117836046086144,2017-07-07 00:17:54+00:00,13,10,,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,6041,34680,golden_retriever,0.949562
882992080364220416,2017-07-06 15:58:11+00:00,13,10,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,3541,22318,Eskimo_dog,0.466778
882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,4442,26414,Labrador_retriever,0.85005
882627270321602560,2017-07-05 15:48:34+00:00,13,10,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,5527,26153,Pembroke,0.542982
882268110199369728,2017-07-04 16:01:23+00:00,13,10,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,10537,41881,golden_retriever,0.762211
882045870035918850,2017-07-04 01:18:17+00:00,13,10,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,4448,27390,golden_retriever,0.00694063
881906580714921986,2017-07-03 16:04:48+00:00,12,10,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,3089,22758,Weimaraner,0.291539
881666595344535552,2017-07-03 00:11:11+00:00,13,10,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,9714,47324,Saluki,0.529012
881536004380872706,2017-07-02 15:32:16+00:00,14,10,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,14528,46215,Samoyed,0.281463
881268444196462592,2017-07-01 21:49:04+00:00,12,10,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,4800,21717,No Prediction,
880935762899988482,2017-06-30 23:47:07+00:00,13,10,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2538,15980,No Prediction,
880872448815771648,2017-06-30 19:35:32+00:00,12,10,,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,3487,19898,Pembroke,0.791416
880465832366813184,2017-06-29 16:39:47+00:00,12,10,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,5659,26626,golden_retriever,0.913255
880221127280381952,2017-06-29 00:27:25+00:00,12,10,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,3796,25203,Chihuahua,0.238525
880095782870896641,2017-06-28 16:09:20+00:00,11,10,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,3948,25813,miniature_pinscher,0.120298
879862464715927552,2017-06-28 00:42:13+00:00,13,10,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3183,20916,basset,0.813507
879492040517615616,2017-06-27 00:10:17+00:00,12,10,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,2905,21945,German_short-haired_pointer,0.479896
879415818425184262,2017-06-26 19:07:24+00:00,13,10,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,40442,98905,English_springer,0.383404
879376492567855104,2017-06-26 16:31:08+00:00,12,10,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,2850,15715,Labrador_retriever,0.0334961
879050749262655488,2017-06-25 18:56:45+00:00,11,10,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,4279,21064,No Prediction,
879008229531029506,2017-06-25 16:07:47+00:00,13,10,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2437,17786,vizsla,0.960513
878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,3728,18131,Italian_greyhound,0.734684
878281511006478336,2017-06-23 16:00:04+00:00,13,10,Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1174,7238,basset,0.32042
878057613040115712,2017-06-23 01:10:23+00:00,14,10,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,6191,39392,French_bulldog,0.839097
877736472329191424,2017-06-22 03:54:17+00:00,13,10,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,17280,74156,Chesapeake_Bay_retriever,0.8379559999999999
